-1.47067,0.170322,16.6645
-1.2781,0.210174,18.5457
-1.26031,0.190026,19.3201
-1.04592,0.181672,20.4543
-1.03479,0.194018,20.7582
-0.847286,0.180019,21.3488
-0.729183,0.179491,4.65265
-0.630917,0.186176,22.8542
-0.524772,0.183645,25.3574
-0.418196,0.180924,25.9796
-0.0899686,0.187544,29.0349
0.0206849,0.18767,29.6619
0.123585,0.187887,30.4443
0.230967,0.189872,10.0017
0.335909,0.193272,10.1259
0.437137,0.195224,10.3484
0.543423,0.192883,10.8122
0.484058,0.205209,10.8262
0.476982,0.203193,10.8262
0.68561,0.221157,11.0757
0.766061,0.243526,11.0757
0.770485,0.239582,11.0757
0.8475335,0.2635402,47.1203